Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,Visit count,1832121,343643,1158580,2505662,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",42,8,26,57,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Private insurance,Visit count,3122104,310626,2513277,3730931,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Private insurance,"Visit rate (per 1,000 people)",18,2,15,21,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Medicare,Visit count,2102601,190143,1729921,2475281,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Medicare,"Visit rate (per 1,000 people)",40,4,33,47,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Medicaid,Visit count,3212572,351720,2523201,3901944,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Medicaid,"Visit rate (per 1,000 people)",61,7,48,75,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Uninsured,Visit count,1040397,198984,650389,1430405,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Uninsured,"Visit rate (per 1,000 people)",37,7,23,51,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Other,Visit count,425391,96340,236565,614216,Yes
2016,By primary diagnosis,4,Diseases of the musculoskeletal system and connective tissue,By expected payment source,Other,"Visit rate (per 1,000 people)",36,8,20,52,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,Total,All visits,Visit count,7968230,538318,6913128,9023333,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",25,2,22,28,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By sex,Female,Visit count,4135918,330225,3488678,4783158,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",25,2,21,29,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By sex,Male,Visit count,3832312,304801,3234902,4429723,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",25,2,21,28,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,0-17 years old,Visit count,1196138,159075,884352,1507925,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",16,2,12,21,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,18-44 years old,Visit count,3224084,259294,2715868,3732300,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",29,2,24,33,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,45-64 years old,Visit count,2232769,229702,1782552,2682986,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",27,3,21,32,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,65+ years old,Visit count,1315239,158048,1005465,1625014,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",27,3,21,34,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic White,Visit count,4846856,377886,4106199,5587512,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",25,2,21,29,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic Black,Visit count,1420508,194715,1038867,1802148,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",37,5,27,46,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Hispanic,Visit count,1366149,178739,1015822,1716477,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",24,3,18,30,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,Visit count,334717,76335,185101,484334,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12,3,7,18,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,Northeast,Visit count,1401886,206919,996325,1807447,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,Northeast,"Visit rate (per 1,000 people)",25,4,18,32,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,Midwest,Visit count,1668609,194237,1287904,2049314,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,Midwest,"Visit rate (per 1,000 people)",25,3,19,31,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,South,Visit count,2851712,370139,2126239,3577185,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,South,"Visit rate (per 1,000 people)",24,3,18,30,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,West,Visit count,2046023,268663,1519443,2572602,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By region,West,"Visit rate (per 1,000 people)",27,4,20,34,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,Visit count,6546574,525824,5515959,7577190,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",24,2,20,28,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,Visit count,1421656,277724,877317,1965995,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",32,6,20,45,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Private insurance,Visit count,1882159,168056,1552769,2211548,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Private insurance,"Visit rate (per 1,000 people)",11,1,9,13,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Medicare,Visit count,1517635,163841,1196506,1838764,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Medicare,"Visit rate (per 1,000 people)",29,3,23,35,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Medicaid,Visit count,2830209,285009,2271592,3388826,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Medicaid,"Visit rate (per 1,000 people)",54,5,44,65,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Uninsured,Visit count,878913,145485,593764,1164063,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Uninsured,"Visit rate (per 1,000 people)",31,5,21,42,Yes
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Other,Visit count,,,,,No
2016,By primary diagnosis,5,Diseases of the digestive system,By expected payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,6,Diseases of the genitourinary system,Total,All visits,Visit count,8192474,668365,6882479,9502470,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,Total,All visits,"Visit rate (per 1,000 people)",26,2,22,30,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By sex,Female,Visit count,5791558,467851,4874570,6708546,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",36,3,30,41,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By sex,Male,Visit count,2400916,251019,1908920,2892913,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",15,2,12,19,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,0-17 years old,Visit count,903368,171769,566700,1240036,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",12,2,8,17,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,18-44 years old,Visit count,3942538,339821,3276490,4608587,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",35,3,29,41,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,45-64 years old,Visit count,1827122,204233,1426825,2227419,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",22,2,17,27,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,65+ years old,Visit count,1519446,208527,1110734,1928158,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",32,4,23,40,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic White,Visit count,5057502,488585,4099875,6015129,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",26,2,21,31,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic Black,Visit count,1691478,240290,1220509,2162446,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",43,6,31,56,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Hispanic,Visit count,1228928,191769,853061,1604794,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",22,3,15,28,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,Visit count,214567,50593,115404,313730,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",8,2,4,12,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,Northeast,Visit count,1285032,276341,743403,1826661,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",23,5,14,33,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,Midwest,Visit count,1514982,207796,1107703,1922262,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",23,3,17,29,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,South,Visit count,3284623,436567,2428951,4140294,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",27,4,20,34,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,West,Visit count,2107838,367960,1386635,2829040,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",28,5,18,37,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,Visit count,6904208,645928,5638189,8170226,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",25,2,21,30,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,Visit count,1288267,277575,744221,1832313,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",29,6,17,42,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Private insurance,Visit count,2252453,224115,1813188,2691718,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Private insurance,"Visit rate (per 1,000 people)",13,1,10,15,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Medicare,Visit count,1503506,190503,1130122,1876891,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Medicare,"Visit rate (per 1,000 people)",29,4,22,36,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Medicaid,Visit count,2715279,284802,2157067,3273490,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Medicaid,"Visit rate (per 1,000 people)",52,5,41,63,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Uninsured,Visit count,768487,143821,486598,1050376,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Uninsured,"Visit rate (per 1,000 people)",28,5,17,38,Yes
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Other,Visit count,,,,,No
2016,By primary diagnosis,6,Diseases of the genitourinary system,By expected payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",Total,All visits,Visit count,5485089,471584,4560784,6409394,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",17,1,14,20,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",By sex,Female,Visit count,2406589,257802,1901298,2911880,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",15,2,12,18,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",By sex,Male,Visit count,3078500,292247,2505696,3651305,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",20,2,16,23,Yes
2016,By primary diagnosis,7,"Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,Visit count,586714,94074,402329,771100,Yes
